Track Name,Artist Name,id,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,track_href,analysis_url,duration_ms,time_signature,Popularity,clean_lyrics,Lyrics,Genius_ID,Writers,Producers,topic,topic.1,topic.2,topic.3,topic.4,topic
Cruel Summer,Taylor Swift,1BxfuPKGuaTgP7aM0Bbdwr,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,audio_features,https://api.spotify.com/v1/tracks/1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/audio-analysis/1BxfuPKGuaTgP7aM0Bbdwr,178427,4,92.0," (yeah, yeah, yeah, yeah)   killing me slow, out the window i'm always waiting for you to be waiting below devils roll the dice, angels roll their eyes what doesn't kill me makes me want you more   hang your head low in the glow of the vending machine i'm not dying (oh yeah, you're right, i want it) we say that we'll just screw it up in these trying times we're not trying (oh yeah, you're right, i want it) see taylor swift liveget tickets as low as $6you might also like it's new, the shape of your body it's blue, the feeling i've got and it's ooh, woah-oh it's a cruel summer it's cool, that's what i tell 'em no rules in breakable heaven but ooh, woah-oh it's a cruel summer with you   it's new, the shape of your body it's blue, the feeling i've got and it's ooh, woah-oh it's a cruel summer it's cool, that's what i tell 'em no rules in breakable heaven but ooh, woah-oh it's a cruel summer with you  [outro] i'm drunk in the back of the car and i cried like a baby comin' home from the bar (oh) said, ""i'm fine,"" but it wasn't true i don't wanna keep secrets just to keep you and i snuck in through the garden gate every night that summer just to seal my fate (oh) and i scream, ""for whatever it's worth i love you, ain't that the worst thing you ever heard?"" (yeah, yeah, yeah, yeah)11","214 ContributorsTranslationsTürkçeEspañolСрпскиPortuguêsPolskiItalianoMagyarDeutschFrançaisفارسی中文РусскийالعربيةУкраїнськаSvenskaไทย / Phasa Thai한국어Cruel Summer Lyrics[Intro]
(Yeah, yeah, yeah, yeah)

[Verse 1]
Fever dream high in the quiet of the night
You know that I caught it (Oh yeah, you're right, I want it)
Bad, bad boy, shiny toy with a price
You know that I bought it (Oh yeah, you're right, I want it)

[Pre-Chorus]
Killing me slow, out the window
I'm always waiting for you to be waiting below
Devils roll the dice, angels roll their eyes
What doesn't kill me makes me want you more

[Chorus]
And it's new, the shape of your body
It's blue, the feeling I've got
And it's ooh, woah-oh
It's a cruel summer
It's cool, that's what I tell 'em
No rules in breakable heaven
But ooh, woah-oh
It's a cruel summer with you

[Verse 2]
Hang your head low in the glow of the vending machine
I'm not dying (Oh yeah, you're right, I want it)
We say that we'll just screw it up in these trying times
We're not trying (Oh yeah, you're right, I want it)
See Taylor Swift LiveGet tickets as low as $446You might also like[Pre-Chorus]
So cut the headlights, summer's a knife
I'm always waiting for you just to cut to the bone
Devils roll the dice, angels roll their eyes
And if I bleed, you'll be the last to know, oh

[Chorus]
It's new, the shape of your body
It's blue, the feeling I've got
And it's ooh, woah-oh
It's a cruel summer
It's cool, that's what I tell 'em
No rules in breakable heaven
But ooh, woah-oh
It's a cruel summer with you

[Bridge]
I'm drunk in the back of the car
And I cried like a baby comin' home from the bar (Oh)
Said, ""I'm fine,"" but it wasn't true
I don't wanna keep secrets just to keep you
And I snuck in through the garden gate
Every night that summer just to seal my fate (Oh)
And I scream, ""For whatever it's worth
I love you, ain't that the worst thing you ever heard?""
He looks up, grinnin' like a devil
[Chorus]
It's new, the shape of your body
It's blue, the feeling I've got
And it's ooh, woah-oh
It's a cruel summer
It's cool, that's what I tell 'em
No rules in breakable heaven
But ooh, woah-oh
It's a cruel summer with you

[Outro]
I'm drunk in the back of the car
And I cried like a baby comin' home from the bar (Oh)
Said, ""I'm fine,"" but it wasn't true
I don't wanna keep secrets just to keep you
And I snuck in through the garden gate
Every night that summer just to seal my fate (Oh)
And I scream, ""For whatever it's worth
I love you, ain't that the worst thing you ever heard?""
(Yeah, yeah, yeah, yeah)114Embed",4712978,"['St. Vincent', 'Jack Antonoff', 'Taylor Swift']","['Taylor Swift', 'Jack Antonoff']",0,0,0,0,0,0
deja vu,Olivia Rodrigo,61KpQadow081I2AsbeLcsb,spotify:track:61KpQadow081I2AsbeLcsb,0.439,0.61,9,-7.236,1,0.116,0.593,1.07e-05,0.341,0.172,181.088,audio_features,https://api.spotify.com/v1/tracks/61KpQadow081I2AsbeLcsb,https://api.spotify.com/v1/audio-analysis/61KpQadow081I2AsbeLcsb,215508,4,11.0," car rides to malibu strawberry ice cream, one spoon for two and tradin' jackets laughin' 'bout how small it looks on you (ha-ha-ha-ha, ha-ha-ha-ha-ha, ha-ha-ha-ha) watching reruns of glee bein' annoying, singin' in harmony i bet she's braggin' to all her friends, sayin' you're so unique, hmm   do you call her, almost say my name? 'cause let's be honest, we kinda do sound the same another actress i hate to think that i was just your type and i bet that she knows billy joel 'cause you played her ""uptown girl"" you're singin' it together now i bet you even tell her how you love her in between the chorus and the verse (ooh; i love you) see olivia rodrigo liveget tickets as low as $23you might also like strawberry ice cream in malibu don't act like we didn't do that shit, too you're tradin' jackets like we used to do (yeah, everything is all reused) play her piano, but she doesn't know (oh, oh) that i was the one who taught you billy joel (oh) a different girl now, but there's nothing new [outro] i know you get déjà vu i know you get déjà vu i know you get déjà vu9","244 ContributorsTranslationsTürkçeSvenskaEspañolPortuguêsPortuguêsNorsk (bokmål / riksmål)ItalianoDeutschFrançais日本語Danskالعربية​deja vu Lyrics[Verse 1]
Car rides to Malibu
Strawberry ice cream, one spoon for two
And tradin' jackets
Laughin’ 'bout how small it looks on you
(Ha-ha-ha-ha, ha-ha-ha-ha-ha, ha-ha-ha-ha)
Watching reruns of Glee
Bein' annoying, singin’ in harmony
I bet she's braggin' to all her friends, sayin' you're so unique, hmm

[Chorus]
So when you gonna tell her that we did that, too?
She thinks it's special, but it's all reused
That was our place, I found it first
I made the jokes you tell to her when she's with you
Do you get déjà vu when she’s with you?
Do you get déjà vu? (Ah) Hmm
Do you get déjà vu, huh?

[Verse 2]
Do you call her, almost say my name?
’Cause let's be honest, we kinda do sound the same
Another actress
I hate to think that I was just your type
And I bet that she knows Billy Joel
’Cause you played her ""Uptown Girl""
You're singin' it together
Now I bet you even tell her how you love her
In between the chorus and the verse (Ooh; I love you)
See Olivia Rodrigo LiveGet tickets as low as $123You might also like[Chorus]
So when you gonna tell her that we did that, too?
She thinks it's special, but it’s all reused
That was the show we talked about
Played you the songs she's singing now when she's with you
Do you get déjà vu when she's with you?
Do you get déjà vu? (Oh-oh)
Do you get déjà vu?
[Bridge]
Strawberry ice cream in Malibu
Don't act like we didn't do that shit, too
You're tradin' jackets like we used to do
(Yeah, everything is all reused)
Play her piano, but she doesn't know (Oh, oh)
That I was the one who taught you Billy Joel (Oh)
A different girl now, but there's nothing new
[Outro]
I know you get déjà vu
I know you get déjà vu
I know you get déjà vu191Embed",6649389,"['St. Vincent', 'Taylor Swift', 'Jack Antonoff', 'Olivia Rodrigo', 'Dan Nigro']",['Dan Nigro'],3,3,3,3,3,3
august,Taylor Swift,3hUxzQpSfdDqwM3ZTFQY0K,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,audio_features,https://api.spotify.com/v1/tracks/3hUxzQpSfdDqwM3ZTFQY0K,https://api.spotify.com/v1/audio-analysis/3hUxzQpSfdDqwM3ZTFQY0K,261923,4,86.0," salt air, and the rust on your door i never needed anything more whispers of ""are you sure?"" ""never have i ever before""   your back beneath the sun wishin' i could write my name on it will you call when you're back at school? i remember thinkin' i had you   back when we were still changin' for the better wanting was enough for me, it was enough to live for the hope of it all cancel plans just in case you'd call and say, ""meet me behind the mall"" so much for summer love and saying ""us"" 'cause you weren't mine to lose you weren't mine to lose, no   'cause you were never mine never mine but do you remember? remember when i pulled up and said ""get in the car"" and then canceled my plans just in case you'd call? back when i was livin' for the hope of it all, for the hope of it all ""meet me behind the mall"" (remember when i pulled up and said ""get in the car"") (and then canceled my plans just in case you'd call?) (back when i was livin' for the hope of it all, for the hope of it all) (""meet me behind the mall"") remember when i pulled up and said ""get in the car"" and then canceled my plans just in case you'd call? back when i was livin' for the hope of it all (for the hope of it all) for the hope of it all, for the hope of it all (for the hope of it all, for the hope of it all)12","166 ContributorsTranslationsNederlandsTürkçeEspañolСрпскиРусскийPortuguêsفارسیItalianoMagyarDeutschFrançaisΕλληνικάRomânăPolskiУкраїнськаHebrewSvenskaSlovenščinaالعربية​august Lyrics[Verse 1]
Salt air, and the rust on your door
I never needed anything more
Whispers of ""Are you sure?""
""Never have I ever before""

[Chorus]
But I can see us lost in the memory
August slipped away into a moment in time
'Cause it was never mine
And I can see us twisted in bedsheets
August sipped away like a bottle of wine
'Cause you were never mine

[Verse 2]
Your back beneath the sun
Wishin' I could write my name on it
Will you call when you're back at school?
I remember thinkin' I had you

[Chorus]
But I can see us lost in the memory
August slipped away into a moment in time
'Cause it was never mine
And I can see us twisted in bedsheets
August sipped away like a bottle of wine
'Cause you were never mine
See Taylor Swift LiveGet tickets as low as $446You might also like[Bridge]
Back when we were still changin' for the better
Wanting was enough
For me, it was enough
To live for the hope of it all
Cancel plans just in case you'd call
And say, ""Meet me behind the mall""
So much for summer love and saying ""us""
'Cause you weren't mine to lose
You weren't mine to lose, no

[Chorus]
But I can see us lost in the memory
August slipped away into a moment in time
'Cause it was never mine
And I can see us twisted in bedsheets
August sipped away like a bottle of wine
'Cause you were never mine

[Outro]
'Cause you were never mine
Never mine
But do you remember?
Remember when I pulled up and said ""Get in the car""
And then canceled my plans just in case you'd call?
Back when I was livin' for the hope of it all, for the hope of it all
""Meet me behind the mall""
(Remember when I pulled up and said ""Get in the car"")
(And then canceled my plans just in case you'd call?)
(Back when I was livin' for the hope of it all, for the hope of it all)
(""Meet me behind the mall"")
Remember when I pulled up and said ""Get in the car""
And then canceled my plans just in case you'd call?
Back when I was livin' for the hope of it all (For the hope of it all)
For the hope of it all, for the hope of it all
(For the hope of it all, for the hope of it all)127Embed",5793977,"['Jack Antonoff', 'Taylor Swift']","['Joe Alwyn', 'Taylor Swift', 'Jack Antonoff']",3,3,3,3,3,3
Anti-Hero,Taylor Swift,0V3wPSX9ygBnCm8psDIegu,spotify:track:0V3wPSX9ygBnCm8psDIegu,0.633,0.648,4,-6.645,1,0.062,0.121,2.62e-06,0.161,0.49,96.888,audio_features,https://api.spotify.com/v1/tracks/0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/audio-analysis/0V3wPSX9ygBnCm8psDIegu,200690,4,84.0," i have this thing where i get older, but just never wiser midnights become my afternoons when my depression works the graveyard shift, all of the people i've ghosted stand there in the room   it's me, hi i'm the problem, it's me at teatime, everybody agrees i'll stare directly at the sun, but never in the mirror it must be exhausting always rooting for the anti-hero   did you hear my covert narcissism i disguise as altruism like some kind of congressman? (a tale as old as time) i wake up screaming from dreaming one day, i'll watch as you're leaving and life will lose all its meaning (for the last time)   i have this dream my daughter-in-law kills me for the money she thinks i left them in the will the family gathers 'round and reads it and then someone screams out ""she's laughing up at us from hell""   it's me, hi (hi) i'm the problem, it's me (i'm the problem, it's me) at teatime (teatime), everybody agrees (everybody agrees) i'll stare directly at the sun, but never in the mirror it must be exhausting always rooting for the anti-hero7","206 ContributorsTranslationsPortuguêsEspañolTürkçeFrançais中文NederlandsDeutschไทย / Phasa ThaiItalianoSvenskaУкраїнськаСрпскиBahasa IndonesiaРусскийSlovenščinaPortuguês한국어PolskiAnti-Hero Lyrics[Verse 1]
I have this thing where I get older, but just never wiser
Midnights become my afternoons
When my depression works the graveyard shift, all of the people
I've ghosted stand there in the room

[Pre-Chorus]
I should not be left to my own devices
They come with prices and vices
I end up in crisis
(Tale as old as time)
I wake up screaming from dreaming
One day, I'll watch as you're leaving
'Cause you got tired of my scheming
(For the last time)

[Chorus]
It's me, hi
I'm the problem, it's me
At teatime, everybody agrees
I'll stare directly at the sun, but never in the mirror
It must be exhausting always rooting for the anti-hero

[Verse 2]
Sometimes, I feel like everybody is a sexy baby
And I'm a monster on the hill
Too big to hang out, slowly lurching toward your favorite city
Pierced through the heart, but never killed
See Taylor Swift LiveGet tickets as low as $446You might also like[Pre-Chorus]
Did you hear my covert narcissism I disguise as altruism
Like some kind of congressman?
(A tale as old as time)
I wake up screaming from dreaming
One day, I'll watch as you're leaving
And life will lose all its meaning
(For the last time)

[Chorus]
It's me, hi
I'm the problem, it's me (I'm the problem, it's me)
At teatime, everybody agrees
I'll stare directly at the sun, but never in the mirror
It must be exhausting always rooting for the anti-hero

[Bridge]
I have this dream my daughter-in-law kills me for the money
She thinks I left them in the will
The family gathers 'round and reads it and then someone screams out
""She's laughing up at us from Hell""

[Breakdown]
It's me, hi
I'm the problem, it's me
It's me, hi
I'm the problem, it's me
It's me, hi
Everybody agrees, everybody agrees
[Chorus]
It's me, hi (Hi)
I'm the problem, it's me (I'm the problem, it's me)
At teatime (Teatime), everybody agrees (Everybody agrees)
I'll stare directly at the sun, but never in the mirror
It must be exhausting always rooting for the anti-hero74Embed",8434253,"['Taylor Swift', 'Jack Antonoff']","['Jack Antonoff', 'Taylor Swift']",0,0,0,0,0,0
Karma,Taylor Swift,7KokYm8cMIXCsGVmUvKtqf,spotify:track:7KokYm8cMIXCsGVmUvKtqf,0.64,0.619,8,-7.108,1,0.065,0.062,0.0,0.475,0.121,90.008,audio_features,https://api.spotify.com/v1/tracks/7KokYm8cMIXCsGVmUvKtqf,https://api.spotify.com/v1/audio-analysis/7KokYm8cMIXCsGVmUvKtqf,204852,4,80.0," you're talking shit for the hell of it addicted to betrayal, but you're relevant you're terrified to look down 'cause if you dare, you'll see the glare of everyone you burned just to get there it's coming back around   'cause karma is my boyfriend karma is a god karma is the breeze in my hair on the weekend karma's a relaxing thought aren't you envious that for you it's not? sweet like honey, karma is a cat purring in my lap 'cause it loves me flexing like a goddamn acrobat me and karma vibe like that   and i keep my side of the street clean you wouldn't know what i mean   ask me what i learned from all those years ask me what i earned from all those tears ask me why so many fade, but i'm still here (i'm still here, i'm still here)   'cause karma is my boyfriend (karma is my boyfriend) karma is a god karma is the breeze in my hair on the weekend (weekend) karma's a relaxing thought aren't you envious that for you it's not? sweet like honey, karma is a cat purring in my lap 'cause it loves me flexing like a goddamn acrobat me and karma vibe like that  [outro] karma is my boyfriend karma is a god (ah) uh-huh, mm karma's a relaxing thought3","120 ContributorsTranslationsPortuguêsСрпскиEspañol中文DeutschMagyarFrançaisTürkçeNederlandsItalianoРусскийSvenskaУкраїнськаไทย / Phasa ThaiPolskiМонголKarma Lyrics[Verse 1]
You're talking shit for the hell of it
Addicted to betrayal, but you're relevant
You're terrified to look down
'Cause if you dare, you'll see the glare
Of everyone you burned just to get there
It's coming back around

[Pre-Chorus]
And I keep my side of the street clean
You wouldn't know what I mean

[Chorus]
'Cause karma is my boyfriend
Karma is a god
Karma is the breeze in my hair on the weekend
Karma's a relaxing thought
Aren't you envious that for you it's not?
Sweet like honey, karma is a cat
Purring in my lap 'cause it loves me
Flexing like a goddamn acrobat
Me and karma vibe like that

[Verse 2]
Spiderboy, king of thieves
Weave your little webs of opacity
My pennies made your crown
Trick me once, trick me twice
Don't you know that cash ain't the only price?
It's coming back around
See Taylor Swift LiveGet tickets as low as $446You might also like[Pre-Chorus]
And I keep my side of the street clean
You wouldn't know what I mean

[Chorus]
'Cause karma is my boyfriend
Karma is a god
Karma is the breeze in my hair on the weekend
Karma's a relaxing thought
Aren't you envious that for you it's not?
Sweet like honey, karma is a cat
Purring in my lap 'cause it loves me
Flexing like a goddamn acrobat
Me and karma vibe like that

[Bridge]
Ask me what I learned from all those years
Ask me what I earned from all those tears
Ask me why so many fade, but I'm still here
(I'm still here, I'm still here)

[Breakdown]
'Cause karma is the thunder
Rattling your ground
Karma's on your scent like a bounty hunter
Karma's gonna track you down
Step by step, from town to town
Sweet like justice, karma is a queen
Karma takes all my friends to the summit
Karma is the guy on the screen
Coming straight home to me
[Chorus]
'Cause karma is my boyfriend (Karma is my boyfriend)
Karma is a god
Karma is the breeze in my hair on the weekend (Weekend)
Karma's a relaxing thought
Aren't you envious that for you it's not?
Sweet like honey, karma is a cat
Purring in my lap 'cause it loves me
Flexing like a goddamn acrobat
Me and karma vibe like that

[Outro]
Karma is my boyfriend
Karma is a god (Ah)
Uh-huh, mm
Karma's a relaxing thought34Embed",8485918,"['Taylor Swift', 'Jack Antonoff', 'Jahaan Sweet', 'Keanu Beats', 'Sounwave']","['Sounwave', 'Jack Antonoff', 'Keanu Beats', 'Taylor Swift', 'Jahaan Sweet']",0,0,0,0,0,0
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1Iq8oo9XkmmvCQiGOfORiz,spotify:track:1Iq8oo9XkmmvCQiGOfORiz,0.599,0.651,0,-7.343,1,0.035,0.0486,0.0,0.126,0.153,100.001,audio_features,https://api.spotify.com/v1/tracks/1Iq8oo9XkmmvCQiGOfORiz,https://api.spotify.com/v1/audio-analysis/1Iq8oo9XkmmvCQiGOfORiz,229478,4,78.0," lyrics once the flight had flown (uh-huh) with the wilt of the rose (uh-huh) i slept all alone (uh-huh) you still wouldn't go   was it over when she laid down on your couch? was it over when he unbuttoned my blouse? ""come here,"" i whispered in your ear in your dream as you passеd out, baby was it over then? and is it over now?   whеn you lost control (uh-huh) red blood, white snow (uh-huh) blue dress on a boat (uh-huh) your new girl is my clone see taylor swift liveget tickets as low as $446you might also like let's fast forward to three hundred awkward blind dates later (oh) if she's got blue eyes, i will surmise that you'll probably date her (oh, no) you dream of my mouth before it called you a lying traitor (oh) you search in every model's bed for somethin' greater, baby   uh-huh (is it? is it? is it?) uh-huh (is it? is it?)  (flashin' lights; oh, lord; oh) let's fast forward to three hundred takeout coffees later (oh) (flashin' lights) i was hoping you'd be there and say the one thing (oh, lord) i've been wanting (oh, lord) but no (was it? was it? was it? was it? was it? was it?)","164 ContributorsTranslationsPortuguêsEspañolFrançaisСрпскиSvenskaItalianoالعربيةDeutschTürkçeУкраїнськаPolskiSlovenščinaРусскийIs It Over Now? (Taylor’s Version) [From The Vault] Lyrics[Intro]
(Is it? Is it? Is it? Is it? Is it?)

[Verse 1]
Once the flight had flown (Uh-huh)
With the wilt of the rose (Uh-huh)
I slept all alone (Uh-huh)
You still wouldn't go

[Pre-Chorus]
Let's fast forward to three hundred takeout coffees later
I see your profile and your smile on unsuspecting waiters
You dream of my mouth before it called you a lying traitor
You search in every maiden's bed for somethin' greater, baby

[Chorus]
Was it over when she laid down on your couch?
Was it over when he unbuttoned my blouse?
""Come here,"" I whispered in your ear
In your dream as you passеd out, baby
Was it over then? And is it over now?

[Post-Chorus]
(Is it? Is it? Is it?)

[Verse 2]
Whеn you lost control (Uh-huh)
Red blood, white snow (Uh-huh)
Blue dress on a boat (Uh-huh)
Your new girl is my clone
See Taylor Swift LiveGet tickets as low as $446You might also like[Bridge]
And did you think I didn't see you?
There were flashin' lights
At least I had the decency
To keep my nights out of sight
Only rumors 'bout my hips and thighs
And my whispered sighs
Oh, Lord, I think about jumpin'
Off of very tall somethings
Just to see you come runnin'
And say the one thing I've been wanting, but no

[Pre-Chorus]
Let's fast forward to three hundred awkward blind dates later (Oh)
If she's got blue eyes, I will surmise that you'll probably date her (Oh, no)
You dream of my mouth before it called you a lying traitor (Oh)
You search in every model's bed for somethin' greater, baby

[Chorus]
Was it over when she laid down on your couch?
Was it over when he unbuttoned my blouse?
""Come here,"" I whispered in your ear
In your dream as you passed out, baby
Was it over then? And is it over now?
[Post-Chorus]
Uh-huh
(Is it? Is it? Is it?)
Uh-huh
(Is it? Is it?)
[Bridge]
Think I didn't see you?
There were flashin' lights
At least I had the decency
To keep my nights out of sight
Only rumors 'bout my hips and thighs
And my whispered sighs
Oh, Lord, I think about jumpin'
Off of very tall somethings
Just to see you come runnin' (Runnin')
And say the one thing I've been wanting, but no

[Outro]
(Flashin' lights; Oh, Lord; Oh)
Let's fast forward to three hundred takeout coffees later (Oh)
(Flashin' lights) I was hoping you'd be there
And say the one thing (Oh, Lord)
I've been wanting (Oh, Lord)
But no
(Was it? Was it? Was it? Was it? Was it? Was it?)5Embed",9538404,"['Taylor Swift', 'Jack Antonoff']","['Taylor Swift', 'Jack Antonoff']",0,0,0,0,0,0
Lavender Haze,Taylor Swift,5jQI2r1RdgtuT8S3iG8zFC,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,0.735,0.449,7,-10.56,0,0.0883,0.23,0.00126,0.132,0.0955,97.05,audio_features,https://api.spotify.com/v1/tracks/5jQI2r1RdgtuT8S3iG8zFC,https://api.spotify.com/v1/audio-analysis/5jQI2r1RdgtuT8S3iG8zFC,202396,4,77.0," meet me at midnight   i been under scrutiny (yeah, oh, yeah) you handle it beautifully (yeah, oh, yeah) all this shit is new to me (yeah, oh, yeah)   all they keep asking me (all they keep asking me) is if i'm gonna be your bride the only kinda girl they see (only kinda girl they see) is a one-night or a wife see taylor swift liveget tickets as low as $446you might also like i feel the lavender haze creepin' up on me surreal i'm damned if i do give a damn what people say no deal the 195s shit they want from me i just wanna stay in that lavender haze   talk your talk and go viral i just need this love spiral get it off your chest get it off my desk (get it off my desk) talk your talk and go viral i just need this love spiral get it off your chest get it off my desk  get it off your chest get it off my desk that lavender haze i just wanna stay i just wanna stay in that lavender haze4","126 ContributorsTranslationsEspañolFrançaisPortuguês中文СрпскиMagyarItalianoУкраїнськаTürkçeNederlandsSvenskaDeutschMagyarΕλληνικάPolskiМонголРусскийSlovenščinaLavender Haze Lyrics[Intro]
Meet me at midnight

[Verse 1]
Staring at the ceiling with you
Oh, you don't ever say too much
And you don't really read into
My melancholia

[Pre-Chorus]
I been under scrutiny (Yeah, oh, yeah)
You handle it beautifully (Yeah, oh, yeah)
All this shit is new to me (Yeah, oh, yeah)

[Chorus]
I feel
The lavender haze creeping up on me
Surreal
I'm damned if I do give a damn what people say
No deal
The 1950s shit they want from me
I just wanna stay in that lavender haze

[Verse 2]
All they keep asking me (All they keep asking me)
Is if I'm gonna be your bride
The only kinda girl they see (Only kinda girl they see)
Is a one-night or a wife
See Taylor Swift LiveGet tickets as low as $446You might also like[Pre-Chorus]
I find it dizzying (Yeah, oh, yeah)
They're bringing up my history (Yeah, oh, yeah)
But you weren't even listening (Yeah, oh, yeah)

[Chorus]
I feel
The lavender haze creepin' up on me
Surreal
I'm damned if I do give a damn what people say
No deal
The 1950s shit they want from me
I just wanna stay in that lavender haze

[Post-Chorus]
That lavender haze

[Bridge]
Talk your talk and go viral
I just need this love spiral
Get it off your chest
Get it off my desk (Get it off my desk)
Talk your talk and go viral
I just need this love spiral
Get it off your chest
Get it off my desk
[Chorus]
I feel (I feel)
The lavender haze creeping up on me
Surreal
I'm damned if I do give a damn what people say
No deal (No deal)
The 1950s shit they want from me
I just wanna stay in that lavender haze

[Outro]
Get it off your chest
Get it off my desk
That lavender haze
I just wanna stay
I just wanna stay in that lavender haze40Embed",8442190,"['Taylor Swift', 'Jack Antonoff', 'Zoë Kravitz', 'Sounwave', 'Jahaan Sweet', 'Sam Dew']","['Sounwave', 'Jahaan Sweet', 'Jack Antonoff', 'Taylor Swift', 'Braxton Cook']",0,0,0,0,0,0
Midnight Rain,Taylor Swift,3rWDp9tBPQR9z6U5YyRSK4,spotify:track:3rWDp9tBPQR9z6U5YyRSK4,0.604,0.375,0,-11.637,1,0.0633,0.71,5.87e-05,0.116,0.203,137.651,audio_features,https://api.spotify.com/v1/tracks/3rWDp9tBPQR9z6U5YyRSK4,https://api.spotify.com/v1/audio-analysis/3rWDp9tBPQR9z6U5YyRSK4,174783,4,76.0," rain he wanted it comfortable, i wanted that pain he wanted a bride, i was making my own name chasing that fame, he stayed the same all of me changed like midnight   he wanted it comfortable, i wanted that pain he wanted a bride, i was making my own name chasing that fame, he stayed the same all of me changed like midnight   he wanted it comfortable, i wanted that pain he wanted a bride, i was making my own name chasing that fame, he stayed the same all of me changed like midnight rain he wanted it comfortable, i wanted that pain he wanted a bride, i was making my own name chasing that fame, he stayed the same all of me changed like midnight  [outro] i guess sometimes we all get just what we wanted, just what we wanted and he never thinks of me except for when i'm on tv i guess sometimes we all get some kind of haunted, some kind of haunted and i never think of him except on midnights like this (midnights like this, midnights like this)3","117 ContributorsTranslationsEspañol中文TürkçePortuguêsMagyarNederlandsСрпскиItalianoFrançaisPolskiРусскийSvenskaУкраїнськаSlovenščinaDeutschMidnight Rain Lyrics[Intro]
Rain
He wanted it comfortable, I wanted that pain
He wanted a bride, I was making my own name
Chasing that fame, he stayed the same
All of me changed like midnight

[Verse 1]
My town was a wasteland
Full of cages, full of fences
Pageant queens and big pretenders
But for some, it was paradise
My boy was a montage
A slow-motion, love potion
Jumping off things in the ocean
I broke his heart 'cause he was nice
He was sunshine, I was midnight rain

[Chorus]
He wanted it comfortable, I wanted that pain
He wanted a bride, I was making my own name
Chasing that fame, he stayed the same
All of me changed like midnight

[Verse 2]
It came like a postcard
Picture perfect shiny family
Holiday peppermint candy
But for him, it's every day
So I peered through a window
A deep portal, time travel
All the love we unravel
And the life I gave away
'Cause he was sunshine, I was midnight rain
See Taylor Swift LiveGet tickets as low as $446You might also like[Chorus]
He wanted it comfortable, I wanted that pain
He wanted a bride, I was making my own name
Chasing that fame, he stayed the same
All of me changed like midnight rain
He wanted it comfortable, I wanted that pain
He wanted a bride, I was making my own name
Chasing that fame, he stayed the same
All of me changed like midnight

[Outro]
I guess sometimes we all get
Just what we wanted, just what we wanted
And he never thinks of me
Except for when I'm on TV
I guess sometimes we all get
Some kind of haunted, some kind of haunted
And I never think of him
Except on midnights like this
(Midnights like this, midnights like this)31Embed",8485905,"['Jack Antonoff', 'Taylor Swift']","['Jack Antonoff', 'Taylor Swift']",0,0,0,0,0,0
