Track Name,Artist Name,id,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,track_href,analysis_url,duration_ms,time_signature,Popularity,clean_lyrics,Lyrics,Genius_ID,Writers,Producers
vampire,Olivia Rodrigo,3k79jB4aGmMDUQzEwa46Rz,spotify:track:3k79jB4aGmMDUQzEwa46Rz,0.484,0.53,5,-5.82,1,0.054,0.148,0.0,0.283,0.319,136.874,audio_features,https://api.spotify.com/v1/tracks/3k79jB4aGmMDUQzEwa46Rz,https://api.spotify.com/v1/audio-analysis/3k79jB4aGmMDUQzEwa46Rz,219724,4,23.0," hate to give the satisfaction asking how you're doing now how's the castle built off people you pretend to care about? just what you wanted look at you, cool guy, you got it i see the parties and the diamonds sometimes when i close my eyes six months of torture you sold as some forbidden paradise i loved you truly you gotta laugh at the stupidity   'cause i've made some real big mistakes but you make the worst one look fine i should've known it was strange you only come out at night i used to think i was smart but you made me look so naive the way you sold me for parts as you sunk your teeth into me, oh bloodsucker, fame fucker bleedin' me dry like a goddamn vampire  and every girl i ever talked to told me you were bad, bad news you called them crazy, god, i hate the way i called 'em crazy too you're so convincing how do you lie without flinching? (how do you lie? how do you lie? how do you lie?) oh, what a mesmerizing, paralyzing, fucked up little thrill can't figure out just how you do it and god knows i never will went for me and not her 'cause girls your age know better see olivia rodrigo liveget tickets as low as $123you might also like i've made some real big mistakes but you make the worst one look fine i should've known it was strange you only come out at night i used to think i was smart but you made me look so naive the way you sold me for parts as you sunk your teeth into me, oh bloodsucker, fame fucker bleedin' me dry like a goddamn vampire  (ah) you said it was true love, but wouldn't that be hard? you can't love anyone 'cause that would mean you had a heart i tried to help you out, now i know that i can't 'cause how you think's the kind of thing i'll never understand   i've made some real big mistakes but you make the worst one look fine i should've known it was strange you only come out at night i used to think i was smart but you made me look so naive the way you sold me for parts as you sunk your teeth into me, oh bloodsucker, fame fucker bleedin' me dry like a goddamn vampire3","186 ContributorsTranslationsEspañolFrançaisDeutschPortuguêsShqip中文日本語ItalianoTürkçe한국어РусскийPolskiУкраїнськаالعربيةSvenskaBahasa IndonesiaCatalà​vampire Lyrics[Verse 1]
Hate to give the satisfaction asking how you're doing now
How's the castle built off people you pretend to care about?
Just what you wanted
Look at you, cool guy, you got it
I see the parties and the diamonds sometimes when I close my eyes
Six months of torture you sold as some forbidden paradise
I loved you truly
You gotta laugh at the stupidity

[Chorus]
'Cause I've made some real big mistakes
But you make the worst one look fine
I should've known it was strange
You only come out at night
I used to think I was smart
But you made me look so naive
The way you sold me for parts
As you sunk your teeth into me, oh
Bloodsucker, fame fucker
Bleedin' me dry like a goddamn vampire
[Verse 2]
And every girl I ever talked to told me you were bad, bad news
You called them crazy, God, I hate the way I called 'em crazy too
You're so convincing
How do you lie without flinching? (How do you lie? How do you lie? How do you lie?)
Oh, what a mesmerizing, paralyzing, fucked up little thrill
Can't figure out just how you do it and God knows I never will
Went for me and not her
'Cause girls your age know better
See Olivia Rodrigo LiveGet tickets as low as $123You might also like[Chorus]
I've made some real big mistakes
But you make the worst one look fine
I should've known it was strange
You only come out at night
I used to think I was smart
But you made me look so naive
The way you sold me for parts
As you sunk your teeth into me, oh
Bloodsucker, fame fucker
Bleedin' me dry like a goddamn vampire
[Bridge]
(Ah)
You said it was true love, but wouldn't that be hard?
You can't love anyone 'cause that would mean you had a heart
I tried to help you out, now I know that I can't
'Cause how you think's the kind of thing I'll never understand

[Chorus]
I've made some real big mistakes
But you make the worst one look fine
I should've known it was strange
You only come out at night
I used to think I was smart
But you made me look so naive
The way you sold me for parts
As you sunk your teeth into me, oh
Bloodsucker, fame fucker
Bleedin' me dry like a goddamn vampire36Embed",9228106,"['Olivia Rodrigo', 'Dan Nigro']",['Dan Nigro']
Kill Bill,SZA,1Qrg8KqiBpW07V7PNxwwwL,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,audio_features,https://api.spotify.com/v1/tracks/1Qrg8KqiBpW07V7PNxwwwL,https://api.spotify.com/v1/audio-analysis/1Qrg8KqiBpW07V7PNxwwwL,153947,4,87.0," i'm still a fan even though i was salty hate to see you with some other broad, know you happy hate to see you happy if i'm not the one drivin'   i'm so mature, i'm so mature i'm so mature, i got me a therapist to tell me there's other men i don't want none, i just want you if i can't have you, no one should   i might i might kill my ex, not the best idea his new girlfriend's next, how'd i get here? i might kill my ex, i still love him though rather be in jail than alone   i get the sense that it's a lost cause i get the sense that you might really love her this text gon' be evidence, this text is evidence i tried to ration with you, no murders or crime of passion, but damn you was out of reach you was at the farmer's market with your perfect peach now i'm in the basement plannin' home invasion now you layin' face-down, got me singin' over a beat see sza liveget tickets as low as $80you might also like i'm so mature, i'm so mature i'm so mature, i got me a therapist to tell me there's other men i don't want none, i just want you if i can't have you, no one will   i might (i) i might kill my ex, not the best idea his new girlfriend's next, how'd i get here? i might kill my ex, i still love him though rather be in jail than alone   i did it all for love (love) i did it all on no drugs (drugs) i did all of this sober i did it all for us, oh i did it all for love (love) i did all of this on no drugs (drugs) i did all of this sober don't you know i did it all for us? (i'm gon' kill your ass tonight)   oh, i just killed my ex (my ex, oops), not the best idea (idea) killed his girlfriend next, how'd i get here? (he left me no choice) i just killed my ex (my ex), i still love him though (i do) rather be in hell than alone7","161 ContributorsTranslationsEspañolPortuguêsItalianoTürkçeDeutschNederlands日本語සිංහලΕλληνικάРусскийBahasa IndonesiaFrançaisالعربيةKill Bill Lyrics[Verse 1]
I'm still a fan even though I was salty
Hate to see you with some other broad, know you happy
Hate to see you happy if I'm not the one drivin'

[Pre-Chorus]
I'm so mature, I'm so mature
I'm so mature, I got me a therapist to tell me there's other men
I don't want none, I just want you
If I can't have you, no one should

[Chorus]
I might
I might kill my ex, not the best idea
His new girlfriend's next, how'd I get here?
I might kill my ex, I still love him though
Rather be in jail than alone

[Verse 2]
I get the sense that it's a lost cause
I get the sense that you might really love her
This text gon' be evidence, this text is evidence
I tried to ration with you, no murders or crime of passion, but damn
You was out of reach
You was at the farmer's market with your perfect peach
Now I'm in the basement plannin' home invasion
Now you layin' face-down, got me singin' over a beat
See SZA LiveGet tickets as low as $80You might also like[Pre-Chorus]
I'm so mature, I'm so mature
I'm so mature, I got me a therapist to tell me there's other men
I don't want none, I just want you
If I can't have you, no one will

[Chorus]
I might (I)
I might kill my ex, not the best idea
His new girlfriend's next, how'd I get here?
I might kill my ex, I still love him though
Rather be in jail than alone

[Bridge]
I did it all for love (Love)
I did it all on no drugs (Drugs)
I did all of this sober
I did it all for us, oh
I did it all for love (Love)
I did all of this on no drugs (Drugs)
I did all of this sober
Don't you know I did it all for us? (I'm gon' kill your ass tonight)

[Chorus]
Oh, I just killed my ex (My ex, oops), not the best idea (Idea)
Killed his girlfriend next, how'd I get here? (He left me no choice)
I just killed my ex (My ex), I still love him though (I do)
Rather be in Hell than alone74Embed",8616820,"['SZA', 'Rob Bisel', 'Carter Lang']","['Carter Lang', 'Rob Bisel']"
Die For You - Remix,The Weeknd,7oDd86yk8itslrA9HRP2ki,spotify:track:7oDd86yk8itslrA9HRP2ki,0.531,0.525,1,-6.5,0,0.0671,0.232,0.0,0.441,0.502,66.9,audio_features,https://api.spotify.com/v1/tracks/7oDd86yk8itslrA9HRP2ki,https://api.spotify.com/v1/audio-analysis/7oDd86yk8itslrA9HRP2ki,232857,4,75.0," i'm findin' ways to articulate the feelin' i'm goin' through i just can't say i don't love you (yeah) 'cause i love you, yeah it's hard for me to communicate the thoughts that i hold but tonight, i'm gon' let you know let me tell the truth baby, let me tell the truth, yeah   you know what i'm thinkin', see it in your eyes you hate that you want me, hate it when you cry you're scared to be lonely, 'specially in the night i'm scared that i'll miss you, happens every time i don't want this feelin', i can't afford love i try to find a reason to pull us apart it ain't workin' 'cause you're perfеct and i know that you're worth it i can't walk away, oh  even though we'rе goin' through it (ah) and it makes you feel alone just know that i would die for you (ooh, ooh) baby, i would die for you, yeah the distance and the time between us (distance and the time) it'll never change my mind 'cause baby, i would die for you (i would die for you) baby, i would die for you, yeah you might also like i'm findin' ways to stay concentrated on what i gotta do but, baby boy, it's so hard 'round you and yes, i'm blamin' you and you know i can't fake it, now or never and you insinuatin' that you think we might be better better me and you yeah, i know you do   you know what i'm thinkin', see it in your eyes you hate that you want me, hate it when you cry it ain't workin' 'cause you're perfect (mm) and i know you deserve it i can't walk away   even though we're goin' through it and it makes you (me) feel alone just know that i would die for you (i would die for you) baby, i would die for you, yeah the distance and the time between us it'll never change my mind 'cause baby, i would die for you (i would die for you, uh) baby, i would die for you, yeah (i would die for you)  i would die for you, i would lie for you keep it real with you, i would kill for you, my baby i'm just sayin', yeah i would die for you, i would lie for you keep it real with you, i would kill for you, my baby na-na-na, na-na-na, na-na-na   even though we're goin' through it (ooh) and it makes you feel alone (no, no) just know that i would die for you (no) baby, i would die for you, yeah the distance and the time between us (ooh) it'll never change my mind 'cause (no, no) baby, i would die for you (no) baby, i would die for you, yeah (oh, babe)1","87 ContributorsTranslationsEspañolItalianoDeutschPortuguêsBahasa IndonesiaالعربيةDie For You (Remix) Lyrics[Verse 1: The Weeknd]
I'm findin' ways to articulate the feelin' I'm goin' through
I just can't say I don't love you (Yeah)
'Cause I love you, yeah
It's hard for me to communicate the thoughts that I hold
But tonight, I'm gon' let you know
Let me tell the truth
Baby, let me tell the truth, yeah

[Pre-Chorus: The Weeknd]
You know what I'm thinkin', see it in your eyes
You hate that you want me, hate it when you cry
You're scared to be lonely, 'specially in the night
I'm scared that I'll miss you, happens every time
I don't want this feelin', I can't afford love
I try to find a reason to pull us apart
It ain't workin' 'cause you're perfеct
And I know that you're worth it
I can't walk away, oh
[Chorus: Both, Ariana Grande, The Weeknd]
Even though we'rе goin' through it (Ah)
And it makes you feel alone
Just know that I would die for you (Ooh, ooh)
Baby, I would die for you, yeah
The distance and the time between us (Distance and the time)
It'll never change my mind 'cause
Baby, I would die for you (I would die for you)
Baby, I would die for you, yeah
You might also like[Verse 2: Ariana Grande]
I'm findin' ways to stay concentrated on what I gotta do
But, baby boy, it's so hard 'round you
And yes, I'm blamin' you
And you know I can't fake it, now or never
And you insinuatin' that you think we might be better
Better me and you
Yeah, I know you do

[Pre-Chorus: Ariana Grande]
You know what I'm thinkin', see it in your eyes
You hate that you want me, hate it when you cry
It ain't workin' 'cause you're perfect (Mm)
And I know you deserve it
I can't walk away

[Chorus: Both, Ariana Grande, The Weeknd]
Even though we're goin' through it
And it makes you (Me) feel alone
Just know that I would die for you (I would die for you)
Baby, I would die for you, yeah
The distance and the time between us
It'll never change my mind 'cause
Baby, I would die for you (I would die for you, uh)
Baby, I would die for you, yeah (I would die for you)
[Bridge: The Weeknd]
I would die for you, I would lie for you
Keep it real with you, I would kill for you, my baby
I'm just sayin', yeah
I would die for you, I would lie for you
Keep it real with you, I would kill for you, my baby
Na-na-na, na-na-na, na-na-na

[Chorus: The Weeknd]
Even though we're goin' through it (Ooh)
And it makes you feel alone (No, no)
Just know that I would die for you (No)
Baby, I would die for you, yeah
The distance and the time between us (Ooh)
It'll never change my mind 'cause (No, no)
Baby, I would die for you (No)
Baby, I would die for you, yeah (Oh, babe)15Embed",8855026,"['The Weeknd', 'Sir Dylan', 'Cirkut', 'Cashmere Cat', 'Doc McKinney', 'Prince 85', 'Billy Walsh']","['Cirkut', 'Doc McKinney', 'The Weeknd', 'Cashmere Cat', 'Prince 85']"
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,6wf7Yu7cxBSPrRlWeSeK0Q,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,0.391,0.084,0,-17.843,1,0.0317,0.953,0.0,0.0983,0.111,79.449,audio_features,https://api.spotify.com/v1/tracks/6wf7Yu7cxBSPrRlWeSeK0Q,https://api.spotify.com/v1/audio-analysis/6wf7Yu7cxBSPrRlWeSeK0Q,222370,4,87.0,No lyric found (selenium),"2 Contributors2024 Nominees LyricsGeneral FieldRecord Of The YearAward to the Artist and to the Producer(s), Recording Engineer(s) and/or Mixer(s) and mastering engineer(s), if other than the artist.

• “Worship”
Jon Batiste
• “Not Strong Enough”
boygenius
• “Flowers”
Miley Cyrus
• “What Was I Made For?” [From The Motion Picture ""Barbie""]
Billie Eilish
• “On My Mama”
Victoria Monét
• “Vampire”
Olivia Rodrigo
• “Anti-Hero”
Taylor Swift
• “Kill Bill”
SZAAlbum Of The YearAward to Artist(s) and to Featured Artist(s), Songwriter(s) of new material, Producer(s), Recording Engineer(s), Mixer(s) and Mastering Engineer(s) credited with 20% or more playing time of the album.

• World Music Radio
Jon Batistе
• the record
boygenius
• Endlеss Summer Vacation
Miley Cyrus
• Did You Know That There's A Tunnel Under Ocean Blvd
Lana Del Rey
• The Age Of Pleasure
Janelle Monáe
• GUTS
Olivia Rodrigo
• Midnights
Taylor Swift
• SOS
SZASong Of The YearA Songwriter(s) Award. A song is eligible if it was first released or if it first achieved prominence during the Eligibility Year. (Artist names appear in parentheses.) Singles or Tracks only.
• “A&W”
Jack Antonoff, Lana Del Rey & Sam Dew
• “Anti-Hero”
Jack Antonoff & Taylor Swift
• “Butterfly”
Jon Batiste & Dan Wilson
• “Dance The Night” (From Barbie The Album)
Caroline Ailin, Dua Lipa, Mark Ronson & Andrew Wyatt
• “Flowers”
Miley Cyrus, Gregory Aldae Hein & Michael Pollack
• “Kill Bill”
Rob Bisel, Carter Lang & Solána Rowe
• “Vampire”
Daniel Nigro & Olivia Rodrigo
• “What Was I Made For?” [From The Motion Picture ""Barbie""]
Billie Eilish O'Connell & Finneas O'ConnellBest New ArtistThis category recognizes an artist whose eligibility-year release(s) achieved a breakthrough into the public consciousness and notably impacted the musical landscape.

• Gracie Abrams
• Fred again..
• Ice Spice
• Jelly Roll
• Coco Jones
• Noah Kahan
• Victoria Monét
• The War And TreatyProducer Of The Year, Non-ClassicalA Producer's Award. (Artists names appear in parentheses.)
• Jack Antonoff
• Dernst ""D'Mile"" Emile II
• Hit-Boy
• Metro Boomin
• Daniel NigroSongwriter of the Year, Non-ClassicalA Songwriter's Award. (Artists names appear in parentheses.)

• Edgar Barrera
• Jessie Jo Dillon
• Shane McAnally
• Theron Thomas
• Justin TranterField 1: Pop & Dance/Electronic MusicBest Pop Solo PerformanceFor new vocal or instrumental pop recordings. Singles or Tracks only.

• “Flowers”
Miley Cyrus
• “Paint The Town Red”
Doja Cat
• “What Was I Made For?” [From The Motion Picture ""Barbie""]
Billie Eilish
• “Vampire”
Olivia Rodrigo
• “Anti-Hero”
Taylor SwiftBest Pop Duo/Group PerformanceFor new vocal or instrumental duo/group or collaborative pop recordings. Singles or Tracks only.

• “Thousand Miles”
Miley Cyrus ft. Brandi Carlile
• “Candy Necklace”
Lana Del Rey ft. Jon Batiste
• “Never Felt So Alone”
Labrinth ft. Billie Eilish
• “Karma”
Taylor Swift ft. Ice Spice
• “Ghost In The Machine”
SZA ft. Phoebe BridgersBest Pop Vocal AlbumFor albums containing greater than 75% playing time of new pop vocal recordings.
• Chemistry
Kelly Clarkson
• Endless Summer Vacation
Miley Cyrus
• GUTS
Olivia Rodrigo
• - (Subtract)
Ed Sheeran
• Midnights
Taylor SwiftBest Dance/Electronic RecordingFor solo, duo, group or collaborative performances. Vocal or Instrumental. Singles or tracks only.

• “Blackbox Life Recorder 21F”
Aphex Twin
• “Loading”
James Blake
• “Higher Than Ever Before”
Disclosure
• “Strong”
Romy & Fred again..
• “Rumble”
Skrillex, Fred again.. & FlowdanBest Pop Dance RecordingFor solo, duo, group or collaborative performances. Vocal or Instrumental. Singles or tracks only.

• “Baby Don't Hurt Me”
David Guetta, Anne-Marie & Coi Leray
• “Miracle”
Calvin Harris ft. Ellie Goulding
• “Padam Padam”
Kylie Minogue
• “One In A Million”
Bebe Rexha & David Guetta
• “Rush”
Troye SivanBest Dance/Electronic Music AlbumFor vocal or instrumental albums. Albums only.

• Playing Robots Into Heaven
James Blake
• For That Beautiful Feeling
The Chemical Brothers
• Actual Life 3 (January 1 - September 9 2022)
Fred again..
• Kx5
Kx5
• Quest For Fire
SkrillexEmbed",9720037,"['Billie Eilish', 'FINNEAS']",['FINNEAS']
Creepin' (with The Weeknd & 21 Savage),Metro Boomin,2dHHgzDwk4BJdRwy9uXhTO,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,0.716,0.613,1,-6.018,0,0.0522,0.391,0.0,0.0813,0.157,97.914,audio_features,https://api.spotify.com/v1/tracks/2dHHgzDwk4BJdRwy9uXhTO,https://api.spotify.com/v1/audio-analysis/2dHHgzDwk4BJdRwy9uXhTO,221520,4,83.0,"ooh, ooh-ooh ooh-ooh-ooh, ooh, ooh-ooh (just can't believe this, man) (metro boomin want some more, nigga)  somebody said they saw you the person you were kissing wasn't me and i would never ask you i just kept it to myself  i don't wanna know if you're playin' me, keep it on the low 'cause my heart can't take it anymore and if you're creepin', please, don't let it show oh, baby, i don't wanna know oh-oh, oh-oh, ooh-woah oh-oh, oh-oh, oh-oh  oh, yeah i think about it when i hold you when lookin' in your eyes, i can't believe and i don't need to know the truth baby, keep it to yourself  i don't wanna know if you're playin' me, keep it on the low 'cause my heart can't take it anymore and if you're creepin', please, don't let it show oh, baby, i don't wanna know  did he touch you better than me? (touch you better than me) did he watch you fall asleep? (watch you fall asleep) did you show him all those things, that you used to do to me? if you're better off that way (better off that way) there ain't more that i can say (more that i can say) just go on and do your thing and don't come back to me ooh, ooh-ooh ooh-ooh-ooh, ooh-ooh, ooh-ooh  woah, woah, woah, 21 had me crushin', i was cuffin' like the precinct how you go from housewife to a sneaky link? got you riding 'round in all type of benzes and rovers girl, you used to ride in the rinky dink i'm the one put you in eliantte (on god) fashion nova model, i put you on the runway (on god) you was rockin' coach bags, got you chane'-ne' side bitch in fresco, i call her my baby (21) i got a girl but i still feel alone (on god) if you playin' me that mean my home ain't home (on god) havin' nightmares of goin' through your phone (21) can't even record, you got me out my zone  i don't wanna know if you're playin' me, keep it on the low 'cause my heart can't take it anymore and if you're creepin', please, don't let it show oh, baby, i don't wanna know if you're playin' me, keep it on the low 'cause my heart can't take it anymore and if you're creepin', please, don't let it show oh, baby, i don't wanna know  if you creepin', just don't let me find out (on god) get a hotel, never bring 'em to the house (on god) if you're better off that way baby, all that i can say if you're gonna do your thing then don't come back to me","2 ContributorsNew Music Friday 12/02/22 LyricsMetro Boomin - Creepin' (with The Weeknd & 21 Savage)
Lewis Capaldi - Pointless
Arcangel - La Jumpa
PinkPantheress - Boy's a liar
A$AP Rocky - Shittin' Me
Pheelz - Ballin
Villano Antillano - Kaleidoscópica
100 gecs - Torture Me (feat. Skrillex)
Latto - FTCU (feat. GloRilla & Gangsta Boo)
Morgan Wallen - One Thing At A Time
Jessie Murph - Drunk in the Bathtub
Nas - One Mic, One Gun
$uicideboy$ - My Swisher Sweet, But My Sig Sauer
RM - Still Life (with Anderson .Paak)
Quinn XCII - Let Me Down (with Chelsea Cutler)
Noah Cyrus - Set For Life
PNAU - You Know What I Need
Bad Gyal - Real G
Metallica - Lux Æterna
NEIL FRANCES - High🐚
Stephen Dawes - It Could Be Me
Parker McCollum - Stoned
MOUNT WESTMORE - Activated
Coi Leray - Players
Joy Oladokun - Power
James Arthur - Heartbeat
Katie Gregson-MacLeod - white lies
brakence - 5g
Snakehips - Solitude (with BIA & Lucky Daye)
Cruza - Fantasy
half•alive - Nobody
RINI - Pressure
SkyeChristy - I'm Not Like Alice
Lyn Lapid - Saturn
Jelly Roll - she
Loud Luxury - Afterparty
Finesse2tymes - Overdose
2Rare - Lil Mama
Precious Pepala - Voices
Julia Wolf - Gothic Babe Tendencies (feat. blackbear)
Felly - me and my gang
SASH - biscayne
Louis The Child - Amsterdam (Deep Inside) - Single Version🐚
ITZY - Cheshire
Olivia Knox - Smoke Signal🐚
Emotional Oranges - Let Me Go
Lil Peep - angeldust
Nippa - The One
Babyface Ray - Wonderful Wayne & Jackie Boy (feat. Lil Durk)
Justus Bennetts - Everything Is Nothing
Carlie Hanson - Pretender
Lainey Wilson - New Friends
Aya Nakamura - SMS
Powfu - shade of blue (feat. Rxseboy, Tia Tia & Shalfi)
OHGEESY - Gallery
Lil Mosey - Backpack
Yandel - Delincuente
Nakkia Gold - Past
Two Friends - Hate Me (feat. Billy Lockett)
Chloe George - Sunny D
Emei - Backtrack
Against The Current - blindfolded
Icewear Vezzo - One Time (feat. Jeezy)☑️
Saucy Santana - Bop Bop
Russ Millions - One of a Kind
Jordan Hawkins - Screamin'🐚
THEY. - Set Me Free
LU KALA - Pretty Girl Era
Circa Waves - Carry You Home
Wallice - Japan
Jonah Kagen - georgia
Peach Tree Rascals - I Need That🐚
Tenille Arts - Motel On the Moon
amy michelle - patience
Christian Kuria - Santorini
Yungeen Ace - Gang Nem (feat. EST Gee)☑️
Sheck Wes - PAIN!
Carl Cox - Deep Space X 🐚
RL Grime - Renegade
Hunter Daily - Skeleton Key
Alex Warren - Chasing Shadows
will hyde - 6am in amsterdam.
Baby Fisher - This is the End🐚
hey, nothing - Too Drunk to Drive☑️
lozeak - Cutthroat
moony - machines🐚
Ivan Cornejo - Ya Te Perdí
Aáyanna - Risky
David Dunn - Poison🐚
Rileyy Lanez - On Us
Laci Kaye Booth - Damn Good in a Dive Bar🐚
Ellise - Did It Hurt?
Ellye Lennon - Priority🐚
Blair Lee - Last Bite🐚
Day Wave - Cold Like Me
Daniel Allan - Minuteman (with DLG.)🐚
Kieran Ivy - Figured Out
Teenage Priest - Let It Pass🐚
Grabbitz - When You & Me Dance
Adeem the Artist - CarolinaEmbed",8607717,"['Metro Boomin','21 Savage','DaHeala','Peter Lee Johnson','johan lenox','Mario Winans','Enya','Roma Ryan','Loon','PMD','Erick Sermon','Nicky Ryan','Michael Carlos Jones','Diddy','Travis Scott']","['Metro Boomin', 'DaHeala', 'Peter Lee Johnson','johan lenox']"
Flowers,Miley Cyrus,0yLdNVWF3Srea0uzk55zFn,spotify:track:0yLdNVWF3Srea0uzk55zFn,0.707,0.681,0,-4.325,1,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,audio_features,https://api.spotify.com/v1/tracks/0yLdNVWF3Srea0uzk55zFn,https://api.spotify.com/v1/audio-analysis/0yLdNVWF3Srea0uzk55zFn,200455,4,34.0," we were good, we were gold kinda dream that can't be sold we were right 'til we weren't built a home and watched it burn   mm, i didn't wanna leave you, i didn't wanna lie started to cry, but then remembered i   i can buy myself flowers write my name in the sand talk to myself for hours say things you don't understand i can take myself dancing and i can hold my own hand yeah, i can love me better than you can   can love me better, i can love me better, baby can love me better, i can love me better, baby   paint my nails cherry-red match the roses that you left no remorse, no regret i forgive every word you said you might also like ooh, i didn't wanna leave you, baby, i didn't wanna fight started to cry, but then remembered i   i can buy myself flowers write my name in the sand talk to myself for hours, yeah say things you don't understand i can take myself dancing, yeah i can hold my own hand yeah, i can love me better than you can   can love me better, i can love me better, baby can love me better, i can love me better, baby can love me better, i can love me better, baby can love me better, i (ooh, i)   i didn't wanna leave you, i didn't wanna fight started to cry, but then remembered i   i can buy myself flowers (uh-huh) write my name in the sand talk to myself for hours (yeah) say things you don't understand (you never will) i can take myself dancing, yeah i can hold my own hand yeah, i can love me better than yeah, i can love me better than you can  can love me better, i can love me better, baby (uh) can love me better, i can love me better, baby (than you can) can love me better, i can love me better, baby can love me better, i3","98 ContributorsTranslationsEspañolPortuguêsKiswahiliDeutschItalianoСрпскиNederlandsSvenskaPolskiTürkçeΕλληνικάFrançaisDansk日本語РусскийالعربيةУкраїнськаBahasa IndonesiaفارسیFlowers Lyrics[Verse 1]
We were good, we were gold
Kinda dream that can't be sold
We were right 'til we weren't
Built a home and watched it burn

[Pre-Chorus]
Mm, I didn't wanna leave you, I didn't wanna lie
Started to cry, but then remembered I

[Chorus]
I can buy myself flowers
Write my name in the sand
Talk to myself for hours
Say things you don't understand
I can take myself dancing
And I can hold my own hand
Yeah, I can love me better than you can

[Post-Chorus]
Can love me better, I can love me better, baby
Can love me better, I can love me better, baby

[Verse 2]
Paint my nails cherry-red
Match the roses that you left
No remorse, no regret
I forgive every word you said
You might also like[Pre-Chorus]
Ooh, I didn't wanna leave you, baby, I didn't wanna fight
Started to cry, but then remembered I

[Chorus]
I can buy myself flowers
Write my name in the sand
Talk to myself for hours, yeah
Say things you don't understand
I can take myself dancing, yeah
I can hold my own hand
Yeah, I can love me better than you can

[Post-Chorus]
Can love me better, I can love me better, baby
Can love me better, I can love me better, baby
Can love me better, I can love me better, baby
Can love me better, I (Ooh, I)

[Bridge]
I didn't wanna leave you, I didn't wanna fight
Started to cry, but then remembered I

[Chorus]
I can buy myself flowers (Uh-huh)
Write my name in the sand
Talk to myself for hours (Yeah)
Say things you don't understand (You never will)
I can take myself dancing, yeah
I can hold my own hand
Yeah, I can love me better than
Yeah, I can love me better than you can
[Post-Chorus]
Can love me better, I can love me better, baby (Uh)
Can love me better, I can love me better, baby (Than you can)
Can love me better, I can love me better, baby
Can love me better, I36Embed",8689815,"['Miley Cyrus', 'Michael Pollack', 'Aldae']","['Kid Harpoon', 'Tyler Johnson']"
